MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT
72193334,329900.0,01420,2,2.0,2149
72193377,1795000.0,02118,1,2.0,2015
72193385,119900.0,01106,2,1.5,936
72193458,287500.0,01588,2,1.5,1350
72193585,169000.0,01607,3,1.5,1344
72193833,199500.0,06082,2,2.0,1328
72193957,234900.0,01930,2,1.0,1127
72194034,509000.0,02128,2,2.0,870
72194043,239900.0,02360,2,2.0,878
72194469,128500.0,06082,2,1.5,1088
72194479,224900.0,02038,2,1.5,1124
72194514,649500.0,02472,3,2.5,1454
72194646,569900.0,02360,1,3.5,2125
72194990,165000.0,01749,2,1.0,837
72195321,389900.0,02767,3,2.5,2100
72195398,81000.0,01020,1,1.0,735
72195481,180000.0,02062,2,1.0,780
72195809,599000.0,02169,2,2.0,1145
72195876,409900.0,02129,1,1.0,463
72196020,199900.0,02780,2,1.5,1533
72196448,270000.0,02132,2,1.0,786
72196482,189000.0,01901,1,1.0,520
72196499,1150000.0,02127,3,3.0,1721
72196528,245000.0,02025,2,2.0,970
72196873,205800.0,02150,2,1.0,803
72197039,829000.0,02446,2,2.0,1350
72197066,695000.0,02119,3,2.5,1480
72197154,1395000.0,02116,2,2.0,1499
72197172,619900.0,02056,3,2.5,2028
72197201,525000.0,02184,2,2.0,1475
72197323,329900.0,01757,2,1.5,1759
72197551,139900.0,01588,2,1.5,892
72197557,499110.0,01748,2,2.5,1854
72197754,444900.0,02125,3,2.0,1131
72197764,1899000.0,02446,4,4.5,3239
72197799,227900.0,01852,2,1.5,1488
72197917,104900.0,02360,3,1.0,1188
72198081,400000.0,02169,2,2.0,1083
72198099,465000.0,02180,2,2.0,1312
72198138,292900.0,01824,2,2.0,1529
72198325,1185000.0,02116,1,1.5,1008
72198461,849900.0,02141,2,2.0,1067
72198557,680000.0,02045,2,2.0,1825
72198580,257500.0,01863,2,1.5,1168
72198645,1500000.0,02127,3,4.0,2400
72198669,354677.0,01569,2,2.0,1707
72198761,287000.0,02180,2,1.0,1344
72198815,299900.0,02081,2,1.5,1062
72198853,289900.0,02155,1,1.0,508
72199245,199900.0,02721,2,2.5,1415
72199269,475000.0,01520,2,2.5,3174
72199336,214900.0,01760,1,1.0,683
72199339,895000.0,02116,2,1.5,995
72199443,420000.0,01460,2,2.5,2343
72199535,410000.0,01532,3,2.5,2155
72199538,319900.0,01569,2,2.0,1707
72199567,305000.0,01952,2,1.5,1283
72199596,499900.0,01760,2,2.0,1585
72199631,234000.0,01864,2,1.0,979
72199734,282500.0,02180,2,2.0,944
72199766,200000.0,01002,3,2.0,1228
72200032,699000.0,02127,2,2.0,1125
72200035,779000.0,02127,2,2.0,1543
72200244,199900.0,01747,2,1.5,1656
72200279,144900.0,02649,2,1.0,854
72200293,259900.0,01860,3,1.0,1524
72200342,475000.0,02482,2,1.0,1454
72200350,409900.0,02767,3,2.5,2200
72200473,1185000.0,02215,2,1.5,1064
72200710,128900.0,01570,2,1.5,1536
72200733,995000.0,02139,3,2.0,1302
72200801,221000.0,02375,2,1.5,1052
72200803,439000.0,02127,2,1.0,824
72200839,1289000.0,02492,5,4.5,4570
72200902,449900.0,02169,2,2.0,1779
72200984,1240000.0,02445,3,3.0,1830
72201017,319900.0,01752,2,2.0,1359
72201065,699000.0,02109,2,1.5,919
72201111,979900.0,02127,3,2.5,1530
72201146,429900.0,02062,2,2.5,1656
72201155,129900.0,01069,2,1.5,1216
72201167,804900.0,01760,3,2.0,1695
72201590,669900.0,02056,2,2.5,2336
72201614,449999.0,02364,2,3.0,2341
72201655,439900.0,02341,2,2.5,2200
72201712,165000.0,01930,2,1.0,645
72201748,329900.0,02368,3,3.5,1488
72201846,402900.0,01503,2,2.5,2202
72201950,1448000.0,02142,2,2.0,1500
72201961,79900.0,01610,3,1.5,1005
72201997,109900.0,02830,2,1.0,930
72202252,629000.0,02141,1,1.0,610
72202508,528500.0,01581,3,3.5,3490
72202541,409000.0,02150,2,2.0,1023
72202706,162500.0,02664,1,1.0,424
72202773,175000.0,01373,3,1.5,1524
72203000,1425000.0,02445,4,2.0,2395
72203268,425000.0,02767,3,2.5,2645
72203331,434617.0,02043,3,1.5,1445
72203369,259900.0,02780,2,2.0,1450
72203444,1895000.0,02115,2,2.5,1821
72203638,259900.0,02341,2,2.0,1200
72203960,439000.0,01060,3,2.0,1671
72204169,99000.0,01604,3,1.0,1888
72204325,365900.0,02341,2,2.0,1925
72204381,434000.0,02151,4,2.0,1704
72204382,449000.0,02151,4,2.5,1704
72204471,399900.0,02021,2,2.0,1774
72204700,1589000.0,02445,5,3.5,3420
72204774,850000.0,02143,2,2.0,1056
72204783,365000.0,02122,3,1.0,1057
72204817,99500.0,02720,2,1.0,724
72204939,284500.0,01930,2,1.5,1199
72205180,440000.0,02169,2,2.0,985
72205215,919000.0,02111,2,1.5,812
72205232,829000.0,02421,3,3.5,2037
72205245,425000.0,01913,1,2.0,1265
72205267,219900.0,02048,2,2.0,1548
72205449,570000.0,02360,3,3.0,2134
72205590,127900.0,01832,2,1.0,991
72205621,559900.0,01950,4,2.5,2817
72205645,182900.0,01915,1,1.0,582
72205711,399900.0,02368,4,3.0,2373
72205824,800000.0,02143,2,2.0,1176
72205873,519900.0,02532,2,3.5,2070
72205981,148500.0,01845,2,2.0,1065
72206009,249900.0,01826,2,1.5,1261
72206012,575000.0,02116,1,1.0,724
72206056,849000.0,01983,2,3.0,3300
72206182,298000.0,03054,2,2.5,2133
72206523,630000.0,02066,3,2.5,2468
72206623,259900.0,01902,2,2.0,1575
72206815,353057.0,02135,1,1.0,1311
72206838,688000.0,02110,1,1.0,757
72206874,247900.0,01952,2,1.0,909
72206966,339900.0,02346,2,2.5,2300
72207227,375000.0,02135,2,1.0,696
72207317,932000.0,01930,2,2.5,2410
72207342,310000.0,01923,2,1.5,1343
72207343,565000.0,02113,1,1.0,714
72207389,169000.0,01907,1,1.0,525
72207469,327500.0,02382,2,2.0,1880
72207753,430000.0,01862,2,2.5,3154
72207776,648000.0,01760,3,2.5,1848
72207793,799900.0,02478,4,2.0,2000
72207810,649900.0,01772,2,2.5,2314
72208070,249900.0,02720,3,3.0,1832
72208075,127000.0,01826,2,1.0,980
72208090,637000.0,01720,2,2.5,3285
72208278,339000.0,02536,2,2.0,1352
72208404,209000.0,02072,2,2.0,965
72208543,419900.0,02122,3,1.0,920
72208551,369900.0,02360,3,2.5,1900
72208603,245000.0,02151,2,1.5,941
72208789,549000.0,02135,2,1.5,1334
72209169,269000.0,01901,2,1.0,1080
72209204,849000.0,01545,3,3.5,3485
72209285,247000.0,02649,2,1.5,1480
72209412,339000.0,02766,2,2.5,1538
72209428,155000.0,02302,2,2.0,922
72209595,499000.0,02130,4,1.0,1017
72209796,159000.0,01902,1,1.0,525
72209870,279900.0,01077,2,2.5,2043
72209960,379900.0,02762,3,2.5,2316
72210005,295000.0,01581,3,1.5,1250
72210006,149000.0,01902,1,1.0,592
72210019,149900.0,01504,3,1.5,1200
72210022,135500.0,01077,2,1.0,1008
72210140,469000.0,02122,3,2.0,1657
72210172,324900.0,01863,3,3.0,1527
72210173,875000.0,02143,2,2.0,1056
72210191,370000.0,02125,2,1.0,1161
72210255,344900.0,02766,3,2.5,1538
72210314,169900.0,01588,3,1.5,1205
72210395,869000.0,02116,1,1.0,655
72210463,379900.0,01879,2,2.5,2163
72210520,239900.0,01747,3,1.0,1608
72210592,224900.0,02148,1,1.0,624
72210674,239000.0,01852,2,2.5,1652
72210751,489900.0,01915,2,1.0,1346
72210845,429900.0,02184,2,2.0,1310
72210927,125900.0,01852,2,1.0,888
72210934,775000.0,02210,1,1.0,1024
72210941,215000.0,01915,2,1.0,1081
72210980,449900.0,01754,3,2.5,2361
72210987,439900.0,01754,3,2.5,2361
72211082,849000.0,01776,3,3.5,2930
72211152,299900.0,02045,2,2.0,1071
72211153,1129000.0,02043,3,2.5,2466
72211174,237000.0,01373,2,2.5,1250
72211241,279000.0,01960,2,1.5,1088
72211277,239900.0,02324,3,2.0,1412
72211466,789000.0,02140,2,3.0,1900
72211575,659000.0,01772,2,3.5,3100
72211597,489900.0,02453,2,2.5,1201
72211668,279900.0,01757,2,2.5,1875
72211671,279900.0,01832,3,2.5,2403
72211683,208000.0,01604,1,1.0,935
72211684,246000.0,01604,1,1.5,1036
72211734,400000.0,01950,2,1.5,1188
72211821,534500.0,02472,2,2.0,1067
72211832,499800.0,01742,2,1.5,1429
72212040,209900.0,02149,2,1.0,804
72212089,129900.0,02886,2,1.5,1030
72212111,179900.0,02152,2,1.0,965
72212151,159900.0,02169,1,1.0,467
72212171,685000.0,02129,2,2.5,1467
72212210,364000.0,02563,3,2.0,1994
72212281,299900.0,01876,2,2.0,1072
72212335,369900.0,03076,2,2.0,1427
72212368,104900.0,01832,2,1.0,951
72212692,275000.0,01970,3,1.5,1061
72212837,155000.0,02720,2,1.5,1332
72213023,350000.0,02360,3,2.5,1900
72213031,419900.0,02066,2,2.5,1250
72213032,429000.0,02066,2,2.5,1250
72213075,479000.0,01867,2,2.0,1535
72213173,590000.0,02127,2,2.0,760
72213320,225000.0,01851,2,1.5,1108
72213360,335000.0,02675,2,3.5,1460
72213449,1295000.0,02446,3,2.5,1501
72213494,234900.0,02048,2,1.5,1540
72213559,1570000.0,01890,4,3.5,4247
72213706,251000.0,02368,2,2.0,1602
72213712,184000.0,01464,3,1.5,1175
72213815,349900.0,02170,2,1.0,782
72213817,215000.0,01510,2,2.5,1501
72213829,119900.0,06281,2,1.0,900
72213863,659000.0,02114,2,1.0,570
72214150,434900.0,02127,1,1.0,755
72214202,329000.0,02151,3,2.0,1644
72214316,449900.0,02780,3,2.0,2433
72214496,85000.0,01013,2,1.5,808
72214548,319900.0,01960,2,2.0,1445
72214560,125000.0,01835,2,1.0,685
72214647,249900.0,02370,2,2.0,1310
72214690,126500.0,01453,2,1.5,960
72214707,249900.0,01867,2,1.0,836
72214719,665000.0,02476,4,2.0,1822
72214733,339000.0,01915,2,1.0,1130
72214793,425000.0,02145,2,1.0,789
72214859,249900.0,01844,2,1.0,1550
72214940,390000.0,02150,1,1.0,1172
72215005,329000.0,02169,1,1.0,880
72215112,899000.0,02143,3,2.5,1700
72215126,219900.0,02132,2,1.0,570
72215143,89500.0,01609,1,1.0,836
72215163,284000.0,01545,3,2.5,1836
72215164,649000.0,01760,2,2.0,1330
72215191,299900.0,01845,2,1.5,1224
72215228,253000.0,01852,2,1.5,1544
72215261,199900.0,02360,3,2.0,1134
72215288,839000.0,01950,3,2.5,2408
72215335,179900.0,01830,2,2.0,1160
72215441,629900.0,02453,3,2.5,1828
72215579,269900.0,02119,3,1.5,1336
72215606,425000.0,02141,2,1.0,628
72215610,1099000.0,02127,2,3.0,1540
72215628,450000.0,02135,2,1.0,1030
72215680,619900.0,01930,3,3.0,2148
72215688,339000.0,02150,1,1.0,1052
72215704,989900.0,02445,3,2.0,1555
72215735,839900.0,02127,2,2.5,1304
72215800,599000.0,02066,2,2.0,1454
72215840,409900.0,02152,2,2.0,1310
72215864,255000.0,02780,3,2.5,2000
72215890,359900.0,01876,2,2.5,1400
72215891,214999.0,01832,2,1.5,1223
72215975,289999.0,02467,2,1.0,775
72215996,179900.0,01749,2,1.0,837
72216111,399000.0,02130,2,1.0,898
72216118,319000.0,02061,2,2.0,952
72216144,230000.0,02370,2,1.5,1620
72216163,424000.0,01757,2,3.0,1956
72216192,429000.0,02739,2,2.5,1834
72216460,359000.0,02649,2,2.0,1338
72216595,222900.0,01826,2,1.5,1204
72216680,1975000.0,02446,5,4.5,3331
72216683,574900.0,02639,1,2.0,1009
72216696,224900.0,02019,2,1.5,1416
72216720,249800.0,02176,1,1.0,432
72216778,289900.0,01077,3,2.5,1526
72216820,239900.0,02148,2,1.0,689
72216823,269900.0,01876,2,1.5,1274
72216967,1029000.0,02114,2,1.5,1000
72217002,698000.0,02130,3,2.5,2278
72217011,119999.0,01852,1,1.0,503
72217059,875000.0,02143,2,2.0,1176
72217225,1425000.0,01810,4,4.5,3800
72217235,209000.0,01850,2,1.5,1188
72217258,289000.0,01590,2,21.5,2200
72217329,159900.0,02149,1,1.0,888
72217333,499900.0,01749,2,2.5,1919
72217389,369900.0,02766,3,2.5,1728
72217395,224900.0,01826,2,1.5,1540
72217404,369900.0,02766,3,2.5,1728
72217410,499000.0,02675,2,3.5,1609
72217412,269900.0,02125,2,1.0,1088
72217438,474900.0,01879,4,3.0,2689
72217572,709000.0,02474,2,2.5,2383
72217598,325000.0,02038,3,2.5,2075
72217612,248700.0,02375,2,2.0,1122
72217613,187000.0,01062,1,1.0,650
72217624,406115.0,01752,2,2.5,1425
72217707,995000.0,02109,1,1.5,1485
72217752,310000.0,02176,2,1.0,741
72217859,204900.0,01832,2,1.5,1103
72217903,139900.0,02045,1,1.0,513
72217961,635000.0,02482,2,2.0,1569
72218057,299900.0,02152,2,1.0,1095
72218064,134900.0,01570,2,1.5,1536
72218138,155000.0,01604,2,1.0,835
72218154,350000.0,02131,3,2.5,1380
72218166,419900.0,02021,2,2.0,1370
72218228,715000.0,02043,3,2.5,2137
72218254,277000.0,02021,2,1.0,1177
72218281,329900.0,02703,3,2.5,1780
72218356,225000.0,02370,3,1.5,1296
72218464,250000.0,01905,3,1.5,1019
72218467,209900.0,01826,2,1.5,1152
72218470,289000.0,02474,2,1.0,647
72218561,539000.0,02542,2,2.0,1325
72218620,224900.0,01569,2,2.5,1676
72218705,274900.0,02351,3,1.5,1330
72218711,259900.0,01863,2,1.5,1238
72218715,1049000.0,02144,3,3.5,2425
72218748,324900.0,01876,2,1.5,1320
72218851,220000.0,02375,2,1.5,1480
72218876,455000.0,01754,2,2.5,2260
72218904,469900.0,02081,3,3.0,2630
72218937,235000.0,01913,4,1.0,1601
72219063,89900.0,01607,2,2.0,948
72219096,264900.0,01453,3,2.0,1305
72219103,169900.0,02190,1,1.0,650
72219104,264900.0,01566,3,2.0,1783
72219151,305000.0,02054,2,1.5,1600
72219183,194900.0,03062,4,1.5,1852
72219187,144900.0,01001,3,1.5,1222
72219196,230000.0,01970,1,1.0,688
72219202,375000.0,02532,2,2.5,1775
72219233,249900.0,01863,2,1.5,842
72219242,113850.0,01702,1,1.5,663
72219342,500000.0,01775,3,3.5,2866
72219382,165000.0,01453,2,1.5,1150
72219642,90000.0,02370,2,1.0,920
72219759,449000.0,02152,2,2.0,1261
72219763,129900.0,02152,1,1.0,400
72219771,262088.0,01970,2,1.0,864
72219911,349900.0,02176,2,1.0,1080
72219973,144900.0,01520,2,1.0,734
72219976,229000.0,02338,2,1.5,1375
72220085,229987.0,01832,2,1.5,1236
72220090,535900.0,01760,2,2.0,1585
72220092,599900.0,01844,2,3.0,3700
72220094,275000.0,02360,3,1.5,1092
72220119,199000.0,01915,2,1.0,775
72220197,635000.0,02464,3,2.0,1899
72220226,165000.0,02360,2,1.5,1018
72220229,369900.0,02176,2,2.0,1234
72220309,240000.0,01532,2,2.0,1185
72220322,239000.0,02151,2,1.0,833
72220394,650000.0,02445,1,1.0,925
72220398,243000.0,01566,2,2.0,1824
72220449,109900.0,01510,2,1.0,883
72220644,234900.0,02038,2,1.5,1187
72220687,139900.0,02301,2,1.5,1146
72220689,227900.0,03038,2,1.5,1765
72220742,229900.0,01749,2,1.5,1070
72220852,169900.0,01588,3,1.0,914
72220898,254900.0,02170,1,1.0,651
72220905,199900.0,01902,1,1.0,805
72221019,182500.0,01854,2,1.5,1155
72221063,289900.0,01590,2,2.5,2057
72221114,134900.0,02301,1,1.0,755
72221133,94300.0,01604,2,1.0,954
72221186,182900.0,03062,2,2.5,1360
72221209,548000.0,01945,2,2.5,2400
72221211,218000.0,01536,2,3.0,1648
72221412,839900.0,01950,3,2.5,2346
72221460,589000.0,02360,3,3.0,2165
72221522,244900.0,02021,2,1.0,860
72221533,419000.0,01949,2,2.0,1765
72221613,499900.0,02135,3,2.0,1060
72221644,129500.0,01854,1,1.0,770
72221675,224900.0,01760,1,1.0,683
72221714,264900.0,01835,3,1.5,1314
72221719,209900.0,01832,2,1.5,1103
72221766,89900.0,01605,1,1.0,645
72221767,319000.0,01960,2,2.0,1535
72221846,135000.0,01453,2,1.5,1368
72221855,255000.0,01532,3,1.5,1190
72221880,179900.0,02038,2,1.0,935
72221899,489900.0,02134,3,1.0,1390
72221903,214900.0,01022,2,2.5,1286
72221918,249000.0,01863,3,2.5,1474
72222015,185000.0,02370,2,1.0,800
72222016,129000.0,01701,1,1.0,400
72222058,207000.0,01060,2,1.5,925
72222065,319000.0,01915,2,2.0,1477
72222163,389000.0,02169,2,2.0,1214
72222243,159000.0,01749,2,1.0,957
72222255,150300.0,01453,3,2.5,1856
72222274,409000.0,02176,3,1.0,1602
72222303,122900.0,01129,1,1.5,866
72222356,429000.0,02138,2,1.0,831
72222360,399900.0,02136,3,1.5,1112
72222395,224800.0,02190,2,1.0,944
72222401,449000.0,01950,3,2.5,1650
72222409,74500.0,01069,2,1.5,716
72222410,259900.0,01904,2,2.0,1056
72222416,314900.0,02571,2,2.5,1521
72222422,330000.0,02152,2,1.0,1172
72222444,675000.0,01913,2,2.5,2100
72222497,184900.0,01902,3,1.0,1088
72222548,1149000.0,02118,2,1.5,1269
72222615,230000.0,02038,2,1.5,881
72222649,649900.0,02155,3,2.5,1595
72222658,1890000.0,02446,2,2.5,2441
72222699,680000.0,02111,1,1.0,800
72222700,349900.0,02186,2,1.0,821
72222713,224900.0,01830,2,1.5,1677
72222748,189000.0,01938,2,1.0,1339
72222749,399900.0,02452,1,1.0,1036
72222773,849000.0,01890,4,3.5,2403
72222776,659900.0,02155,3,2.5,1647
72222777,270000.0,01902,2,2.0,1000
72222785,389900.0,01945,3,2.5,1318
72222786,299900.0,01519,2,2.5,1532
72222813,609000.0,02118,2,1.0,854
72222857,4500000.0,02108,3,4.0,2792
72222911,105000.0,01001,2,1.5,863
72223015,459900.0,02125,3,2.0,1010
72223017,464999.0,02130,2,1.0,1037
72223036,938000.0,02464,4,4.5,3114
72223046,1350000.0,02155,2,2.0,1491
72223067,469900.0,02125,3,2.0,990
72223079,2850000.0,02116,3,2.5,1975
72223090,379000.0,02360,2,2.0,1080
72223103,485000.0,01886,2,2.0,1876
72223132,3495000.0,02116,2,2.5,1893
72223148,499000.0,02478,3,1.0,1219
72223180,389000.0,02143,2,1.0,701
72223211,560000.0,02451,3,3.0,1509
72223221,349000.0,02134,2,1.0,510
72223232,539000.0,02131,3,2.5,1619
72223258,649000.0,02445,3,1.0,1103
72223280,599900.0,02128,2,2.0,1815
72223300,324999.0,01970,3,1.0,929
72223302,985000.0,02118,2,1.5,1254
72223304,329900.0,02038,3,2.5,1730
72223336,785000.0,01760,3,2.5,2401
72223410,349900.0,02453,1,1.0,729
72223418,399900.0,01810,2,2.0,1385
72223421,499000.0,02130,3,2.0,1350
72223454,525000.0,02131,2,2.0,943
72223455,648000.0,02131,3,3.0,1878
72223463,1550000.0,02130,4,2.5,2844
72223471,279000.0,02155,1,1.0,528
72223475,249900.0,01852,2,1.5,1448
72223479,429900.0,01742,2,2.0,1088
72223484,997000.0,02138,3,2.0,1700
72223502,599000.0,02118,1,1.0,750
72223505,598000.0,02116,1,1.0,634
72223520,200000.0,01453,2,1.5,1384
72223522,88000.0,01420,1,1.0,634
72223538,222500.0,01510,2,1.5,1280
72223545,336900.0,01851,2,1.5,1900
72223548,350000.0,01752,3,2.5,1704
72223621,559900.0,02131,2,1.5,1304
72223673,449900.0,02135,3,1.0,1327
72223695,549000.0,02144,2,1.0,735
72223701,739000.0,02472,3,3.0,2563
72223707,749000.0,02108,1,1.0,800
72223733,399900.0,02184,2,2.0,1130
72223736,439000.0,02021,3,2.0,1266
72223769,1695000.0,02138,5,2.0,2261
72223792,189900.0,01801,2,1.0,715
72223796,1400000.0,02138,2,2.0,1130
72223815,299000.0,02021,2,1.0,785
72223844,325000.0,02451,1,1.0,787
72223845,429900.0,01742,2,2.0,1084
72223849,379900.0,02021,2,1.5,1451
72223884,599900.0,02145,3,2.0,1124
72223887,634900.0,02464,2,3.5,1570
72223896,599900.0,02464,2,2.5,1350
72223901,739000.0,02127,2,2.0,1170
72223932,419900.0,02476,2,1.0,857
72223936,399900.0,01810,2,2.0,1400
72223937,782000.0,01944,3,2.5,2891
72223943,445000.0,01760,2,2.0,1310
72223946,649900.0,02467,2,2.0,1240
72223955,549000.0,02139,1,1.0,720
72223981,475000.0,02152,3,2.0,1662
72223993,384900.0,01560,3,2.5,2080
72223998,679000.0,02127,2,1.5,1206
72224005,699000.0,02129,2,1.0,879
72224036,819900.0,02124,3,2.5,2144
72224083,699900.0,02453,4,3.5,2000
72224117,415000.0,01890,3,1.0,968
72224127,229900.0,02760,2,2.0,1173
72224129,449000.0,02453,2,1.0,955
72224137,1250000.0,02142,3,2.5,1597
72224152,599000.0,02131,5,2.0,2989
72224189,309900.0,02762,2,2.5,1776
72224214,900000.0,02130,4,2.0,2225
72224216,1395000.0,02466,3,3.5,3300
72224225,485000.0,02138,1,1.0,495
72224228,2500000.0,02118,3,2.5,2253
72224257,324900.0,01879,2,2.5,1596
72224264,529000.0,02127,2,1.0,900
72224267,138000.0,02301,1,1.0,960
72224286,489900.0,01970,3,2.5,1625
72224288,525000.0,01880,3,2.5,2032
72224319,437000.0,01801,2,2.5,1959
72224328,629000.0,02472,3,2.0,1838
72224330,154900.0,01069,3,2.0,1472
72224369,199000.0,01749,2,2.0,880
72224388,309000.0,02124,2,1.0,800
72224389,789900.0,02145,2,3.0,1735
72224405,524900.0,01880,3,2.5,1632
72224411,995000.0,02130,3,2.5,1700
72224412,899000.0,02116,2,1.0,896
72224414,689000.0,02135,2,2.0,1108
72224454,995000.0,02130,3,2.5,1650
72224466,524900.0,02476,2,1.0,972
72224499,259900.0,01701,2,1.5,981
72224521,399900.0,02122,2,1.0,915
72224526,679000.0,02130,3,2.0,1553
72224575,1599000.0,02115,2,2.0,1461
72224611,1050000.0,02135,2,2.5,1264
72224623,268000.0,02093,2,1.5,1117
72224643,284500.0,01801,2,1.0,856
72224674,769000.0,02141,1,1.5,925
72224695,379000.0,01906,2,2.5,1504
72224698,758000.0,01730,3,2.5,2642
72224709,1350000.0,02116,2,2.0,1250
72224745,2149000.0,02446,4,4.5,3291
72224763,198000.0,01970,2,1.0,683
72224785,849900.0,01950,3,3.0,2697
72224791,949000.0,02043,3,3.5,2789
72224798,269900.0,01588,2,1.5,1363
72224839,519500.0,02030,2,2.5,2625
72224853,599900.0,02145,2,2.0,1090
72224866,5775000.0,02116,4,3.5,3919
72224871,264900.0,01970,2,1.0,1179
72224892,439900.0,02184,2,2.0,1310
72224894,729000.0,02452,2,3.5,2860
72224897,499900.0,02474,2,1.0,1365
72224908,77200.0,01607,2,2.0,752
72224929,239900.0,03038,4,1.5,1452
72224996,559000.0,01773,2,2.0,1520
72225010,349000.0,02135,1,1.0,540
72225030,739000.0,02464,4,2.5,2041
72225084,719900.0,02118,1,1.0,692
72225103,419900.0,02151,3,2.5,1674
72225111,189900.0,01970,3,1.0,1205
72225148,1749000.0,02446,3,3.5,2697
72225153,250000.0,02038,2,2.5,1689
72225158,699000.0,02139,2,1.0,750
72225192,615000.0,02446,1,1.0,924
72225258,719900.0,02139,2,1.0,1124
72225260,874900.0,02474,3,2.5,2357
72225272,220000.0,01852,2,1.5,1347
72225327,320000.0,02138,0,1.0,277
72225361,139900.0,01085,2,1.5,782
72225371,380000.0,01420,3,3.5,4131
72225374,198000.0,02150,1,1.0,455
72225534,1495000.0,02116,2,2.0,1195
72225635,319900.0,01930,2,1.0,874
72225646,199000.0,02191,1,1.0,775
72225678,229900.0,01566,2,2.0,1448
72225685,210000.0,01913,2,1.0,1392
72225691,204900.0,01902,2,1.0,950
72225736,349000.0,02151,2,2.5,1340
72225891,349900.0,02026,3,1.5,1019
72225924,149900.0,01864,1,1.0,627
72225925,129900.0,06082,2,1.5,1088
72225934,479900.0,02171,2,2.0,1159
72225937,264900.0,01020,2,3.0,1287
72225952,249900.0,01832,2,2.0,1122
72225978,330000.0,02188,2,1.5,1632
72225991,399000.0,02649,2,1.5,840
72226026,429000.0,02462,2,1.0,1001
72226101,597500.0,01913,2,2.5,1742
72226144,249900.0,02368,2,2.5,1218
72226168,110000.0,02302,2,1.5,900
72226195,79900.0,02721,2,1.0,756
72226202,387900.0,01560,3,2.5,2211
72226215,479000.0,02125,2,1.0,803
72226243,269900.0,02050,2,1.5,1080
72226307,235500.0,02188,1,1.0,965
72226335,428800.0,02149,2,1.5,1610
72226340,459000.0,02131,3,1.5,1849
72226391,389900.0,01923,3,1.5,1608
72226459,304900.0,01536,2,2.5,1934
72226468,214900.0,01852,2,1.5,1226
72226490,299000.0,02035,2,1.5,1480
72226541,117500.0,06067,2,1.0,942
72226549,174900.0,01602,2,1.5,1135
72226611,369900.0,02151,1,1.0,896
72226643,439900.0,01721,3,2.5,2200
72226648,279900.0,02760,2,1.5,1719
72226652,189900.0,01970,1,1.0,729
72226659,89000.0,03102,2,1.0,889
72226742,499900.0,01938,2,2.5,1938
72226780,867000.0,02466,3,3.0,2485
72226848,310000.0,01821,3,1.0,1050
72226928,459900.0,02128,3,1.5,1169
72226941,189900.0,01851,2,1.5,1202
72226984,265900.0,02169,2,1.0,842
72226986,1050000.0,02127,2,2.0,1424
72226999,339900.0,01760,1,1.0,920
72227016,179900.0,01844,2,1.0,777
72227105,379900.0,01938,2,2.0,1122
72227115,399905.0,01938,2,2.5,1301
72227133,329900.0,01938,1,1.0,973
72227173,7150000.0,02110,3,4.5,3172
72227302,868000.0,02458,3,2.5,2335
72227312,399900.0,02130,2,1.0,866
72227346,199900.0,01752,2,2.5,1008
72227448,799900.0,02130,3,2.0,1982
72227458,139500.0,01854,1,1.5,1005
72227477,389000.0,02169,1,1.0,790
72227485,149900.0,01001,3,1.5,1222
72227490,579000.0,02125,2,1.5,1307
72227509,989000.0,02445,3,2.0,1555
72227543,249900.0,02780,2,2.5,1488
72227548,1079000.0,02111,2,2.0,1202
72227555,519900.0,02135,2,1.0,1030
72227570,449000.0,02035,2,2.5,1828
72227585,229000.0,01757,2,2.5,1264
72227621,369000.0,02127,1,1.0,515
72227650,409900.0,02131,3,1.0,1404
72227654,215000.0,02364,3,1.5,1240
72227657,410000.0,02130,2,1.0,893
72227690,259900.0,02370,2,1.5,1020
72227731,1140000.0,02467,4,3.5,2360
72227770,695000.0,02482,3,2.5,1738
72227795,419900.0,02467,2,2.0,1163
72227820,199900.0,06082,2,2.0,1500
72227824,114900.0,01022,2,1.0,861
72227836,300000.0,02132,2,1.0,801
72227837,449900.0,02151,3,2.5,1839
72227869,293500.0,01810,3,1.5,1163
72227873,350000.0,01752,2,2.5,1795
72227877,945000.0,02118,2,1.0,856
72227890,520000.0,02494,3,2.0,2274
72227919,460000.0,02360,2,2.0,1542
72227950,424900.0,01938,2,2.5,1787
72227960,207500.0,01970,1,1.0,668
72227970,899000.0,02492,4,2.5,2236
72227978,429900.0,02135,2,1.0,690
72228011,499000.0,02128,3,2.5,1353
72228015,699000.0,02143,2,1.5,1190
72228016,599000.0,01803,2,2.5,2000
72228031,878000.0,02143,4,2.0,2126
72228072,624900.0,01880,3,2.5,2682
72228090,256000.0,02532,2,2.0,1326
72228100,569000.0,02215,1,1.0,590
72228104,349000.0,02148,2,1.5,1013
72228110,769000.0,02138,3,2.0,1205
72228154,279900.0,02148,2,1.0,770
72228161,1199000.0,02446,2,2.0,1706
72228189,639000.0,02125,2,2.0,1193
72228190,264999.0,02467,1,1.0,625
72228213,399900.0,01907,2,1.5,1563
72228217,849000.0,02127,2,2.0,1467
72228222,699000.0,02474,2,2.0,1300
72228228,775000.0,02115,3,1.5,780
72228230,483899.0,02130,2,1.0,1069
72228241,269000.0,02333,2,2.0,1440
