MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT
71900220,129900.0,02718,2,2.0,1218
71900276,549900.0,01742,3,2.5,1710
71900340,209900.0,02766,2,1.5,1337
71900353,169900.0,01095,2,1.5,1344
71900385,235000.0,01915,2,1.0,872
71900844,639000.0,02111,2,1.0,1088
71900985,449000.0,02127,2,1.0,720
71901040,799000.0,02482,4,3.5,2451
71901079,72900.0,01001,1,1.0,688
71901208,185000.0,02189,1,1.0,688
71901243,819000.0,02140,2,2.0,965
71901512,1099000.0,02420,4,4.5,3220
71901564,469000.0,02458,2,1.5,1364
71901862,290000.0,02703,3,2.5,2332
71902079,541000.0,02474,4,2.0,2109
71902190,550000.0,01748,2,2.5,2273
71902193,299617.0,02445,1,1.0,668
71902207,550000.0,01748,2,2.5,2273
71902421,329000.0,01902,3,2.0,2700
71902696,569900.0,01801,4,2.5,2100
71902808,709000.0,01810,2,2.5,2430
71902811,325000.0,01960,3,2.5,2240
71902932,180000.0,03053,2,2.5,1524
71903020,64900.0,01570,1,1.0,790
71903272,305000.0,01752,2,2.5,1824
71903512,625000.0,02631,2,2.0,1396
71903969,218625.0,02119,2,1.5,1419
71904263,79900.0,02780,1,1.0,772
71904393,225000.0,01540,3,2.5,1991
71904469,99900.0,01879,2,1.0,706
71904642,249900.0,01901,2,1.0,964
71904860,210000.0,01863,2,1.5,1162
71904916,164900.0,01504,3,1.5,1254
71904944,359000.0,02035,2,2.5,1828
71905412,184900.0,02762,2,1.5,1024
71905447,459900.0,02119,3,2.0,1778
71905470,599000.0,02143,3,1.0,1853
71905560,424000.0,02140,2,1.0,804
71905583,105500.0,01129,2,1.0,1057
71905976,410000.0,02492,3,3.0,1674
71906152,154900.0,02780,2,1.5,1365
71906255,329900.0,02703,3,2.5,1588
71906481,1150000.0,02468,4,3.5,2288
71906664,489000.0,01742,2,2.0,1527
71906785,895000.0,02116,2,1.5,1007
71906851,499000.0,02141,1,1.0,663
71906899,699000.0,02127,2,2.0,1230
71906945,299900.0,01752,2,2.0,1838
71907071,290000.0,02124,3,1.0,1230
71908083,299999.0,01721,2,2.5,1816
71908219,179900.0,02054,2,1.5,1080
71908267,75000.0,02324,1,1.0,708
71908526,90500.0,01129,1,1.0,868
71908563,529000.0,02145,2,2.0,1119
71909033,1639900.0,02108,2,2.0,1405
71909042,549000.0,02109,1,1.0,795
71909053,319900.0,02703,3,2.5,1588
71909064,259900.0,02131,2,1.0,895
71909258,649000.0,02143,2,2.0,1161
71909725,191500.0,02864,2,1.5,1476
71909803,339000.0,01970,3,2.0,1183
71910006,329900.0,02703,3,2.5,1588
71910066,115000.0,01702,1,1.5,916
71910151,479000.0,01950,3,2.0,2280
71910192,798900.0,02474,3,2.5,1640
71910286,559000.0,02633,2,1.5,2000
71910451,399900.0,02760,2,2.0,2000
71910458,374000.0,02649,2,2.5,1721
71910496,319900.0,02703,3,2.5,1588
71910949,249900.0,01810,3,2.0,1163
71911126,153700.0,01740,2,2.5,1524
71911229,172700.0,02072,2,1.0,950
71911324,194900.0,01830,2,1.5,1128
71911444,339000.0,02169,2,2.0,1214
71911479,52900.0,01069,2,1.0,888
71911635,309900.0,02072,2,2.5,2311
71911889,389900.0,01960,3,1.5,2200
71912033,279900.0,02351,2,1.5,1356
71912071,299900.0,01860,2,1.5,1683
71912074,1100000.0,02141,3,2.0,1320
71912167,145000.0,01432,3,1.5,1365
71912203,665899.0,02472,4,3.5,2861
71912242,950000.0,02111,1,2.0,1686
71912299,719000.0,01778,3,3.0,1975
71912451,189900.0,02338,2,1.5,1400
71912527,224900.0,01852,2,1.5,1414
71912563,325000.0,02169,3,1.5,1650
71912695,245000.0,02324,3,1.5,1392
71912795,87000.0,01013,2,1.5,808
71912841,268650.0,02128,1,1.0,671
71912894,325000.0,01801,2,2.0,974
71913037,2795000.0,02115,3,2.0,1735
71913243,555000.0,02540,3,3.0,2444
71913357,229000.0,01754,3,1.5,1930
71913389,139900.0,01826,2,1.0,1054
71913404,469000.0,02458,2,1.0,971
71913405,479000.0,02458,2,1.0,1089
71913820,409000.0,02478,4,2.0,1646
71914116,310000.0,02478,1,1.0,1027
71914198,219900.0,01902,2,2.0,1089
71914389,1249000.0,02458,4,4.0,3321
71914477,259900.0,01970,2,2.0,1134
71914584,1095000.0,02118,1,1.0,1009
71914691,579000.0,01581,2,2.5,2264
71914713,7775000.0,02116,5,4.5,4024
71914849,215000.0,02540,2,1.5,1678
71914878,148000.0,01520,1,2.0,1500
71915474,233921.0,01452,2,2.5,1690
71915735,120000.0,01850,2,1.0,805
71915761,116900.0,01835,2,1.0,676
71915832,239900.0,02375,2,1.5,1584
71915954,52500.0,01089,2,1.0,541
71916157,359900.0,02062,2,1.5,1844
71916224,484900.0,02176,4,2.0,1800
71916239,284999.0,01721,2,2.5,1759
71916317,399900.0,02129,1,1.0,625
71916331,799000.0,02130,3,2.0,1680
71916362,1065000.0,02116,1,1.5,858
71916507,469900.0,01536,3,2.5,2150
71916568,269900.0,02122,2,1.5,1297
71916805,399900.0,01845,3,2.5,1950
71916826,139900.0,01453,2,1.0,955
71916899,1075000.0,02116,1,1.0,1072
71917418,729000.0,02129,2,2.0,1311
71917424,142000.0,02649,2,1.0,864
71917487,95900.0,01545,1,1.0,675
71917612,289000.0,01930,2,1.0,1210
71917613,309000.0,02492,2,2.0,1350
71917715,159900.0,01826,2,1.5,1204
71917768,1875000.0,02111,2,2.0,1437
71917770,395000.0,01545,2,3.5,2521
71917826,129000.0,01077,1,1.0,840
71918058,449000.0,02127,2,1.0,756
71918181,139000.0,01832,2,1.0,930
71918377,209000.0,02338,2,1.5,1188
71919015,355000.0,02131,2,1.0,950
71919516,1850000.0,02111,3,3.0,1684
71919678,189900.0,01001,2,2.0,1428
71919689,665000.0,02114,2,2.0,809
71919708,529000.0,02420,2,2.5,1556
71919722,399000.0,02474,2,1.0,1098
71919778,119900.0,01902,1,1.0,619
71919856,124900.0,02720,2,1.5,1044
71920109,349900.0,01949,2,2.0,1226
71920134,254900.0,01757,2,1.5,1436
71920288,109900.0,01529,2,1.5,1315
71920371,239000.0,02150,2,2.0,1162
71920383,294900.0,01970,3,1.5,1468
71920399,265000.0,02152,2,1.0,1153
71920472,250000.0,01569,2,2.5,2100
71920551,252900.0,01432,3,1.5,1606
71920572,419000.0,02359,2,2.5,2013
71920578,179000.0,01474,2,2.0,1777
71920651,130000.0,01702,2,1.0,721
71921128,249900.0,02149,1,1.0,886
71921192,219900.0,02151,2,1.5,912
71921219,199000.0,01060,2,1.5,1782
71921221,460000.0,02169,2,2.5,1562
71921823,229000.0,02149,3,1.0,1064
71921876,315000.0,02476,1,1.0,882
71921892,749000.0,02108,2,1.0,744
71921920,846900.0,02144,3,3.0,2121
71921997,314900.0,01077,3,2.5,1740
71922119,289000.0,02145,1,1.0,615
71922121,87900.0,01863,2,1.0,661
71922236,318000.0,01970,2,2.0,1395
71922261,117900.0,01854,2,1.5,1259
71922361,119900.0,01089,2,2.0,1083
71922532,99900.0,01844,1,1.0,555
71922550,229900.0,01760,2,1.0,800
71922678,775000.0,02144,3,2.0,2103
71922717,142000.0,01970,1,1.0,498
71922735,219900.0,01826,2,1.5,1620
71922812,535000.0,02482,2,1.5,1246
71922816,432500.0,02171,3,2.5,1860
71922965,234900.0,01854,2,2.0,1091
71922975,211000.0,01053,2,1.5,1344
71923030,345000.0,02169,2,2.0,1182
71923089,319900.0,01821,3,2.0,1642
71923108,599000.0,02130,3,2.0,1300
71923227,285900.0,01970,2,1.5,971
71923661,124925.0,02780,2,2.0,973
71923714,194900.0,02151,1,1.0,680
71924013,299900.0,02045,2,2.0,1160
71924102,285000.0,02703,2,2.5,1992
71924138,289900.0,01504,3,2.5,2751
71924349,214900.0,02333,2,1.5,1176
71924368,499900.0,02116,0,1.0,576
71924505,234900.0,02360,1,1.5,1025
71924544,209900.0,01970,2,1.0,1092
71924586,228000.0,03079,2,1.5,2016
71924649,679000.0,02140,2,2.0,1230
71924752,369500.0,02458,2,1.0,860
71925148,150000.0,02048,2,2.0,1061
71925257,390000.0,02127,1,1.0,551
71925267,329000.0,02125,2,1.0,1191
71925304,399900.0,02145,2,1.5,1195
71925310,259900.0,01754,2,1.5,1800
71925339,799000.0,02129,3,2.0,1602
71925399,235900.0,02766,3,1.5,1200
71925407,280000.0,02631,2,2.0,1063
71925433,247000.0,01702,3,2.0,1645
71925520,344900.0,02453,2,1.0,979
71925641,2900000.0,02116,2,2.0,1266
71925660,349900.0,02151,2,2.0,1104
71925744,585000.0,02135,2,2.0,1060
71925788,239000.0,01519,2,2.5,1718
71925893,185000.0,01835,3,2.0,1402
71925946,569900.0,02453,3,2.5,2100
71926134,32000.0,01118,2,1.0,875
71926382,190000.0,02150,2,1.0,690
71926648,239900.0,01863,2,1.5,1153
71926943,439000.0,02127,2,1.0,650
71926988,219000.0,01564,2,1.5,1344
71927033,450000.0,02130,2,1.0,1125
71927233,245000.0,01863,2,2.5,1412
71927234,340000.0,02054,3,2.5,1818
71927335,399000.0,01757,2,2.0,1631
71927565,189900.0,02760,2,1.5,1122
71927636,595000.0,02532,2,2.5,3598
71927684,219000.0,01701,2,1.5,981
71927854,199900.0,02081,2,2.0,1187
71927867,839000.0,02482,2,2.0,1497
71927891,749000.0,02130,3,2.5,1660
71927917,579000.0,02127,2,2.0,977
71927931,239900.0,01810,1,1.0,661
71927935,639000.0,02135,3,2.5,1380
71928021,564900.0,02130,3,2.5,1600
71928053,300000.0,02125,3,1.0,892
71928162,175000.0,02760,3,1.5,1072
71928174,349000.0,02131,2,1.0,988
71928204,475000.0,02135,4,1.0,1791
71928340,219000.0,02474,2,1.0,678
71928350,555000.0,02145,2,2.5,1190
71928415,495000.0,02118,2,1.0,800
71928451,374900.0,02180,2,1.5,1845
71928493,179000.0,01902,2,2.0,1105
71928586,209900.0,02338,2,1.5,1188
71928599,359900.0,01835,3,2.5,2665
71928627,420651.0,01886,2,2.5,1980
71928628,295000.0,02026,2,1.5,952
71928629,430551.0,01886,2,2.5,1980
71928632,489900.0,01886,2,2.0,1800
71928821,399900.0,02747,2,2.5,2101
71928871,425000.0,02114,1,1.0,435
71928897,154900.0,01844,2,1.0,799
71928996,235000.0,02169,2,1.0,762
71929024,170000.0,01970,1,1.0,750
71929102,424900.0,01810,2,2.5,1541
71929335,2795000.0,02118,3,3.5,2685
71929350,165000.0,02347,2,1.0,952
71929393,289000.0,01752,2,2.0,1534
71929415,117000.0,01453,2,1.5,1138
71929416,149000.0,01560,2,1.5,1210
71929451,499000.0,02127,3,1.0,872
71929575,179900.0,02132,1,1.0,590
71929703,49900.0,01440,2,1.0,677
71929849,364900.0,01532,2,2.5,1576
71929855,370000.0,02445,1,1.0,500
71929938,197000.0,01876,2,1.0,1000
71929969,3995000.0,02116,3,3.5,1957
71930044,2400000.0,02116,3,3.0,2070
71930065,99900.0,02303,1,1.0,820
71930079,172900.0,01060,2,1.0,860
71930237,219000.0,02125,2,1.0,794
71930266,249000.0,01906,2,2.0,1073
71930378,124900.0,02052,1,1.0,631
71930543,250000.0,01510,2,2.0,1655
71930589,225000.0,02152,2,1.0,984
71930638,639000.0,02118,1,1.0,720
71930657,799000.0,02459,3,2.5,2280
71930718,699000.0,02210,1,1.5,784
71930764,164900.0,01844,2,1.5,932
71930800,235000.0,02169,2,2.0,885
71930896,235000.0,02188,2,2.5,1272
71931013,149000.0,01590,2,1.5,1136
71931015,254000.0,01720,2,1.5,1216
71931034,479000.0,02131,3,2.0,1637
71931115,209900.0,02171,1,1.0,846
71931124,299900.0,02145,2,1.0,760
71931137,132400.0,01570,2,1.5,1936
71931185,209900.0,01588,2,2.5,1519
71931268,224900.0,01510,3,2.5,1344
71931287,398674.0,02492,3,2.5,1400
71931294,275000.0,02148,2,1.0,1010
71931310,319900.0,01906,2,2.0,1377
71931331,175000.0,01970,2,1.0,683
71931432,199900.0,01970,2,1.0,887
71931513,618000.0,02143,2,2.0,981
71931556,424900.0,02453,2,1.5,1168
71931619,379900.0,01772,2,2.0,1924
71931659,225000.0,01463,3,2.0,1428
71931814,189900.0,01420,2,2.0,1953
71931858,139500.0,01085,2,1.5,950
71931896,242000.0,01830,2,2.0,1405
71931913,255000.0,01970,2,1.5,1682
71931989,77000.0,01719,1,1.0,494
71933036,349000.0,02130,2,1.0,714
71933062,979999.0,02138,3,2.0,1325
71933141,300000.0,02131,1,1.0,700
71933190,379990.0,01721,2,2.5,1920
71933266,299000.0,02152,2,2.0,1294
71933313,250000.0,01834,2,1.5,1293
71933321,79900.0,01020,1,1.0,715
71933383,249900.0,01970,2,1.0,1280
71933397,725000.0,02135,2,2.0,1861
71933451,859000.0,02141,2,1.0,951
71933576,249900.0,01073,2,2.0,1400
71933663,439000.0,01966,2,2.0,1146
71933664,189900.0,01852,1,1.5,1133
71933681,330000.0,02127,1,1.0,510
71933799,124900.0,02723,2,1.0,897
71933836,298988.0,01545,2,1.5,1528
71933872,329000.0,02131,2,1.0,851
71933891,115900.0,01022,2,1.5,1038
71933898,399900.0,02446,2,1.0,786
71933902,128900.0,01852,2,1.0,697
71933950,699000.0,02118,2,1.0,967
71934021,784000.0,02116,1,1.0,856
71934031,229900.0,02150,2,1.0,791
71934072,150000.0,01002,2,1.0,978
71934223,1200000.0,02139,4,3.0,1949
71934237,325900.0,02703,3,2.5,1588
71934257,399900.0,02131,2,1.5,1375
71934269,539000.0,02127,2,1.0,1271
71934278,549000.0,02127,2,1.5,1001
71934289,669000.0,02445,2,1.5,1231
71934322,595000.0,02130,3,3.5,1597
71934408,319000.0,02122,2,1.5,1159
71934412,819000.0,02135,2,2.0,1111
71934424,995000.0,02116,2,1.5,1133
71934523,349900.0,01519,3,2.5,2018
71934559,399900.0,02169,2,2.0,1684
71934563,79900.0,02568,1,1.0,222
71934579,179900.0,01775,2,2.0,1074
71934581,599900.0,02360,2,3.5,1717
71934690,169900.0,02190,2,1.0,900
71934699,230000.0,01832,3,1.5,1314
71934742,125900.0,01752,2,1.0,810
71934768,174900.0,01906,2,1.0,675
71934774,519900.0,02118,2,1.0,678
71934872,729000.0,02210,1,1.0,750
71934903,199900.0,02190,2,1.0,1060
71934911,489900.0,01886,2,2.0,1800
71935084,485000.0,02125,2,2.5,1190
71935182,104888.0,01610,2,2.0,918
71935274,124900.0,01719,2,1.0,753
71935275,284900.0,01852,2,2.0,1388
71935278,89900.0,01850,2,1.0,710
71935356,74900.0,01570,2,1.0,760
71935373,259900.0,01902,2,1.5,1430
71935652,509900.0,02081,3,2.5,1976
71935713,299999.0,02125,4,2.0,2175
71935765,264900.0,01721,2,2.5,1814
71935890,249000.0,01002,3,2.0,1274
71935898,409000.0,02116,0,1.0,490
71936020,74900.0,02720,2,1.0,750
71936061,315000.0,02144,1,1.0,641
71936116,159900.0,01913,3,1.5,1775
71936219,269900.0,02169,2,1.5,912
71936228,199900.0,01801,2,1.0,695
71936231,125000.0,02631,1,1.0,579
71936273,225000.0,01867,1,1.0,816
71936307,415000.0,02143,2,1.0,846
71936358,264900.0,02180,2,1.0,1138
71936365,49900.0,02745,2,1.0,759
71936371,99900.0,01013,2,2.0,989
71936556,115000.0,01845,1,1.0,621
71936565,104000.0,01835,2,1.0,676
71936582,299900.0,02150,2,2.0,1023
71936759,262500.0,02652,1,1.0,480
71936774,385000.0,01503,2,2.5,1902
71936785,449000.0,01940,2,2.5,1806
71936836,639900.0,02109,2,1.0,782
71936861,24700.0,01609,1,1.0,580
71936891,149900.0,01851,2,1.5,1328
71936896,479000.0,02130,2,1.5,1015
71936918,149900.0,01540,2,2.0,1320
71936988,194900.0,01960,2,1.0,931
71937073,799000.0,02494,3,3.0,2726
71937083,221500.0,02382,2,1.5,1387
71937101,799000.0,02116,2,1.0,810
71937110,199000.0,01810,2,2.0,1340
71937270,309000.0,02132,1,1.5,673
71937344,555000.0,02140,2,1.5,875
71937351,339900.0,02370,3,1.5,1252
71937388,137900.0,01085,2,1.5,1349
71937462,134000.0,01701,1,1.0,916
71937535,1489000.0,02458,6,4.5,4672
71937536,159900.0,01453,2,2.5,2141
71937544,299000.0,01915,3,1.0,1830
71937601,215500.0,02189,3,2.0,1190
71937659,485000.0,02464,2,1.0,1131
71937744,629000.0,02127,3,2.0,1200
71937819,689900.0,02143,3,3.0,1134
71937829,559000.0,02127,3,1.0,1180
71937831,999000.0,02116,2,1.5,1222
71937868,975000.0,02140,2,2.5,1406
71937877,448000.0,02472,2,2.0,978
71937928,195000.0,01701,3,2.5,1232
71937946,109900.0,01902,2,1.0,844
71937979,225000.0,01747,3,1.5,2015
71938012,489900.0,02129,2,1.0,854
71938013,199900.0,01824,2,2.0,1227
71938016,199900.0,01824,2,2.0,1097
71938018,468000.0,02169,3,2.5,1447
71938037,779000.0,02116,1,1.0,768
71938045,249000.0,01970,2,1.0,850
71938049,384000.0,02649,2,2.5,1685
71938051,725000.0,02135,2,2.0,990
71938119,259999.0,02169,2,1.5,1038
71938142,379000.0,02474,2,1.0,894
71938192,629900.0,02453,3,3.0,2198
71938240,265000.0,01876,2,1.5,1320
71938259,639617.0,02127,2,2.0,979
71938281,2075000.0,02116,3,3.5,1898
71938288,699000.0,02127,3,2.0,2013
71938299,159900.0,02132,1,1.0,650
71938341,139900.0,02780,2,1.5,975
71938342,49900.0,01850,2,1.0,860
71938348,469900.0,02169,3,3.5,2600
71938400,4290000.0,02116,3,3.5,2842
71938432,1985000.0,02138,4,4.5,2840
71938497,284900.0,01952,2,2.0,1230
71938498,479000.0,01880,4,2.5,2098
71938667,539900.0,02145,2,2.0,1560
71938681,149900.0,01520,3,1.5,1200
71938717,179999.0,02762,2,1.5,1134
71938719,299999.0,02127,1,1.0,703
71938852,189900.0,02780,2,1.5,1448
71938854,69900.0,01543,2,1.0,763
71938872,225000.0,01075,2,2.0,1450
71938877,119900.0,02148,1,1.0,255
71938892,109900.0,02302,1,1.0,587
71938960,198900.0,01904,1,1.0,683
71939035,264900.0,01970,2,1.0,1058
71939205,459000.0,02155,3,2.0,1752
71939240,154900.0,03873,2,1.5,1170
71939301,649900.0,02131,4,2.5,2100
71939351,229900.0,02072,2,1.0,1108
71939369,684500.0,02130,2,2.5,1809
71939401,469000.0,02446,1,1.0,698
71939413,299900.0,01907,3,1.0,1353
71939415,284900.0,01852,1,2.0,1345
71939426,185000.0,01930,2,1.0,850
71939508,259500.0,02368,5,1.5,1605
71939509,154000.0,02136,2,1.0,712
71939578,184900.0,02780,2,1.5,1148
71939614,194900.0,01757,3,1.5,1380
71939628,569000.0,02176,5,2.5,2006
71939630,244900.0,01879,2,1.5,1288
71939638,875000.0,02116,2,1.0,1071
71939645,159900.0,02053,2,2.0,800
71939655,239900.0,01832,3,1.5,1800
71939669,152500.0,01702,3,1.0,1361
71939701,184000.0,02021,2,1.5,1399
71939719,375000.0,02135,2,1.0,720
71939729,174900.0,01970,1,1.0,550
71939747,315000.0,02144,1,1.0,641
71939763,169900.0,01501,2,1.5,1040
71939769,149000.0,01581,2,1.0,826
71939789,184900.0,01832,3,2.5,1150
71939833,599000.0,02130,2,2.5,1184
71939840,174900.0,01760,1,1.0,778
71939843,855000.0,02130,3,2.0,1318
71939846,224500.0,03051,3,1.5,1820
71939854,269000.0,01536,2,1.5,1945
71939906,159900.0,01826,2,1.0,1162
71939907,129000.0,01720,1,1.0,650
71939976,399900.0,01867,3,2.5,2726
71940000,519000.0,02478,3,2.0,1377
71940006,79900.0,03038,1,1.0,675
71940034,399900.0,02131,2,2.0,884
71940040,247900.0,01510,3,2.5,1554
71940056,268888.0,01830,2,1.5,1200
71940057,247900.0,01510,3,2.5,1554
71940073,499000.0,02115,1,1.0,512
71940074,259900.0,02763,2,2.5,1696
71940085,215000.0,01721,1,1.0,1043
71940095,395000.0,02118,1,1.0,481
71940121,435900.0,02115,1,1.0,423
71940131,539000.0,02127,2,2.0,1057
71940209,599000.0,02135,3,2.5,1311
71940240,227900.0,02169,2,1.0,851
71940298,149900.0,01923,1,1.0,645
71940329,649000.0,02129,3,2.0,1260
71940342,425000.0,02176,4,1.5,2170
71940382,274900.0,02130,1,1.0,625
71940400,499000.0,02115,1,1.0,666
71940587,449000.0,02127,2,2.0,930
71940653,799000.0,02129,2,2.0,1062
71940654,359900.0,01752,2,2.5,1833
71940723,189900.0,01569,2,1.5,1338
71940757,140000.0,01720,2,1.0,920
71940833,249900.0,01863,2,1.5,1346
71940860,529900.0,01760,2,2.0,1595
71940871,200000.0,02150,1,1.0,759
71940897,152900.0,02148,1,1.0,640
71941034,329000.0,01970,2,2.5,2317
71941089,259900.0,02171,1,1.0,807
71941226,645000.0,02116,2,1.0,746
71941238,179900.0,02780,2,1.5,1700
71941248,179900.0,01701,1,1.0,765
71941393,119900.0,02649,2,1.0,864
71941410,215000.0,01930,2,1.5,939
71941454,229900.0,01952,2,1.5,971
71941480,169900.0,01801,1,1.0,694
71941483,354900.0,01810,3,2.0,1420
71941506,1395000.0,02446,3,2.5,2728
71941517,925000.0,02114,3,2.0,861
71941534,595000.0,02130,3,3.5,1597
71941691,599000.0,02476,3,2.5,1990
71941698,419900.0,02127,2,1.0,695
71941796,469900.0,01890,2,2.5,1529
71941817,399850.0,02129,1,1.0,660
71941818,2295000.0,02116,2,2.0,1410
71941821,174900.0,01854,1,1.0,740
71941853,164900.0,01420,2,1.5,1328
71941909,254900.0,01970,2,1.5,1655
71941954,829000.0,02030,2,2.5,2948
71941972,169900.0,01420,2,1.5,1570
71941989,2295000.0,02116,2,2.5,1599
71942055,449000.0,02476,2,1.0,958
71942077,324900.0,01801,2,2.0,1168
71942093,995000.0,02111,2,2.0,1685
71942099,184900.0,02364,2,1.5,1080
71942103,399000.0,02155,2,2.0,1227
71942111,739001.0,02127,2,2.0,1014
71942122,454900.0,02134,2,2.0,1047
71942139,395000.0,02143,1,1.0,637
71942175,149900.0,02368,2,1.0,932
71942215,629000.0,02130,2,2.5,1352
71942258,99900.0,01810,0,1.0,480
71942308,259900.0,01752,2,2.5,1835
71942364,619000.0,02129,1,1.0,971
71942385,199000.0,01721,2,1.5,1316
71942416,299000.0,02118,1,1.0,380
71942458,185900.0,01519,3,2.0,1618
71942486,220900.0,01904,2,2.0,1148
71942499,239900.0,02119,2,1.5,0
71942598,250000.0,01604,2,2.0,1520
71942631,91900.0,01002,1,1.0,620
71942695,286750.0,02131,2,2.0,925
71942711,99500.0,03079,2,1.0,687
71942737,199000.0,02382,2,1.5,1183
71942756,155000.0,02324,2,1.0,983
71942766,285000.0,02726,2,2.0,1200
71942845,445900.0,02215,1,1.0,390
71942847,35000.0,02723,3,1.0,824
71942866,628000.0,02143,2,2.0,1782
71942884,114900.0,01913,3,1.5,1298
71942890,279000.0,01569,3,2.5,1704
71943035,282000.0,01824,2,1.5,1140
71943048,279900.0,01960,2,2.0,1059
71943130,528000.0,02482,2,1.5,1246
71943139,269900.0,01970,1,1.5,1038
71943154,570000.0,02481,2,2.5,1387
71943161,275000.0,02038,2,2.0,1472
71943164,209900.0,01960,2,1.0,939
71943290,1349000.0,02127,3,3.0,2193
71943292,1249000.0,02127,3,3.0,2193
71943322,215000.0,02169,2,2.0,869
71943378,274900.0,01752,2,2.0,1386
71943382,910000.0,02111,1,1.0,813
71943426,329900.0,01757,2,2.5,1720
71943478,775000.0,02113,2,2.0,1279
71943542,194900.0,02719,2,1.5,1068
71943552,199000.0,02171,1,1.0,614
71943721,504900.0,02155,3,3.0,1626
71943785,157000.0,01001,2,2.5,1288
71943790,189900.0,02190,3,2.0,1500
71943817,574900.0,02155,3,2.5,2077
71943856,187500.0,02338,2,1.5,1060
71943952,399000.0,02130,2,1.0,1000
71944053,309900.0,02766,3,2.5,1538
71944088,360000.0,02135,2,1.0,767
71944105,750000.0,02141,3,2.5,1510
71944193,210000.0,02675,2,2.0,1092
71944250,599000.0,02127,2,2.0,906
71944256,239900.0,01810,2,2.0,939
71944258,225000.0,01950,1,1.0,698
71944267,135000.0,01930,1,1.5,820
71944278,49950.0,01119,2,1.5,1260
71944281,329900.0,01721,2,2.5,1750
71944328,159900.0,01545,2,1.5,935
71944332,289900.0,01906,2,2.0,1100
71944373,229900.0,01510,2,2.5,1540
71944401,599000.0,02130,3,2.0,1459
71944453,135000.0,01609,1,1.0,731
71944471,179900.0,02171,1,1.0,510
71944513,149500.0,02780,2,1.0,954
71944584,139900.0,02050,2,1.0,855
71944591,729000.0,02129,2,1.5,1141
71944636,269900.0,01701,2,2.0,1160
71944640,539900.0,02127,2,2.0,1135
71944659,389000.0,01060,2,2.0,1227
71944673,1799000.0,02114,3,2.5,1693
71944712,189900.0,01960,2,1.5,1091
71944788,234900.0,01852,3,2.5,1847
71944820,450000.0,02135,2,1.0,840
71944835,259000.0,02130,1,1.0,810
71944872,294900.0,01721,2,2.5,1812
71944906,325000.0,02474,1,1.0,658
71944909,144900.0,01001,2,1.5,1400
71944910,204000.0,01832,3,1.5,1200
71944921,220900.0,02072,3,2.5,1300
71945016,329000.0,02148,2,1.0,1139
71945022,105900.0,01545,1,1.0,694
71945066,219900.0,02780,3,1.5,1221
71945112,229900.0,01754,2,1.5,1586
71945121,245900.0,02360,3,1.0,1430
71945134,199000.0,02189,2,1.0,800
71945246,489900.0,02452,3,3.5,1676
71945260,505000.0,02474,2,2.0,1219
71945294,349000.0,01701,3,2.5,1659
71945297,209900.0,02038,2,1.5,1122
71945330,389000.0,02215,1,1.0,484
71945335,459900.0,01876,2,3.0,2135
71945336,129900.0,02038,2,1.0,720
71945369,249000.0,02472,1,1.0,550
71945463,343000.0,02130,1,1.0,620
71945561,379000.0,02125,2,2.0,961
71945569,335000.0,01757,2,2.5,1720
71945619,1684900.0,02445,4,3.5,2557
71945643,149900.0,01420,2,1.5,1243
71945675,320000.0,02476,1,1.5,814
71945776,519000.0,02128,2,1.5,1175
71945787,319900.0,01864,2,2.0,1407
71945808,47000.0,03442,1,1.0,659
71945822,639000.0,02127,2,2.0,1207
71945840,314900.0,02150,3,2.0,1242
71945873,255000.0,02043,2,1.5,1096
71945895,499000.0,02116,0,1.0,564
71945906,305000.0,02043,2,2.0,1002
71945961,349900.0,02134,1,1.0,658
71945971,172000.0,02769,3,2.0,1389
71945973,216000.0,02019,2,1.5,1508
71945987,229900.0,01702,2,1.5,963
71946053,349900.0,02148,3,1.5,1445
71946068,499900.0,02155,3,2.0,1895
71946079,679900.0,02474,3,2.0,1800
71946087,200000.0,01844,2,2.0,1060
71946120,629000.0,02446,2,1.0,1105
71946125,899900.0,02464,3,2.5,2484
71946126,499000.0,02115,1,1.0,520
71946131,1275000.0,02144,4,3.5,2428
71946132,439000.0,01945,3,2.0,1329
71946142,395000.0,02476,2,2.0,1021
71946216,464900.0,02155,2,2.0,1206
71946245,369900.0,02061,2,1.5,1400
71946256,319900.0,01879,2,2.5,1596
71946278,290000.0,01862,2,1.5,1566
71946282,799000.0,02445,2,2.5,1366
71946291,849000.0,02118,2,2.5,1436
71946330,425000.0,02478,2,1.0,1097
71946438,449000.0,02125,2,2.0,1217
71946478,189000.0,02135,1,1.0,306
71946527,389000.0,02021,2,2.5,1718
71946612,599900.0,02420,2,2.5,1735
71946685,144900.0,02360,2,1.0,1044
71946789,389900.0,01880,2,2.0,1152
71946888,199900.0,02148,2,1.0,1008
71946903,180000.0,02135,1,1.0,306
71946956,250000.0,02169,2,2.0,1187
71946966,350000.0,02150,1,1.0,1086
71946978,365999.0,02072,3,2.5,1810
71947047,250000.0,02150,2,1.0,890
71947064,169900.0,01760,1,1.0,778
71947329,269900.0,01970,2,2.0,939
71947382,349900.0,02472,3,1.5,1106
71947460,214900.0,02062,2,1.0,830
71947544,1529000.0,02116,2,2.0,1238
71947570,300000.0,01950,2,2.0,1160
71947591,88500.0,01085,2,1.0,773
